"Campaign name","Ad Set Name","Ad name",Placement,"Delivery status","Delivery level","Ad Set Name","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks","Landing page views rate per link clicks","Result type",Results,"Cost per result","Adds to cart","Reporting starts","Reporting ends"
FB/IG_T_US_Seattle_SEP7_6PM_C25_MW_LPView_EN_Feed_7-16-25,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,Flyer_EN_Seattle_SEP7_6PM_T_Flyer_7-16-25,"Facebook Reels",inactive,ad,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,46.21184008,"7-day click or 1-day view",5.7079842,8096,1.40751043,5752,0.038167,309,,"Landing page views",232,0.19918897,7,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,Flyer_EN_Seattle_SEP7_7PM_Flyer_8-8-25,Feed,not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,45.38,"7-day click, 1-day view, or 1-day engaged-view",18.20296831,2493,1.5542394,1604,0.01002808,25,,"Website adds to cart",1,45.38,1,2025-04-01,2025-09-17
US-Seattle-SignUp-EN-SEP2025-Target,Targeted,T-Flyer,Feed,not_delivering,ad,Targeted,39.81692541,"7-day click or 1-day view",4.90718824,8114,1.67057855,4857,0.05459699,443,,"Landing page views",427,0.09324807,82,2025-04-01,2025-09-17
FB/IG_T_US_Seattle_SEP7_6PM_C25_MW_LPView_EN_Feed_7-16-25,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,Video_EN_Seattle_SEP7_6PM_T_NotADoctor_7-25-25,"Facebook Reels",inactive,ad,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,39.31,"7-day click or 1-day view",7.01713674,5602,1.25268336,4472,0.04052124,227,,"Landing page views",165,0.23824242,,2025-04-01,2025-09-17
FB/IG_T_US_Seattle_SEP7_6PM_C25_MW_LPView_EN_Feed_7-16-25,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,Flyer_EN_Seattle_SEP7_6PM_T_Flyer_7-16-25,"Ads on Reels",inactive,ad,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,38.27152391,"7-day click or 1-day view",1.98390565,19291,1.56379702,12336,0.00912343,176,,"Landing page views",21,1.82245352,,2025-04-01,2025-09-17
FB/IG_T_US_Seattle_SEP7_6PM_C25_MW_LPView_EN_Feed_7-16-25,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,Flyer_EN_Seattle_SEP7_6PM_T_Flyer_7-16-25,"Instagram Stories",inactive,ad,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,34.67138056,"7-day click or 1-day view",6.55537541,5289,1.60857664,3288,0.03630176,192,,"Landing page views",126,0.27516969,1,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_AddToCart-Purchase_8-8-25,Video_EN_Seattle_SEP7_7PM_PissGuy_8-8-25,"Instagram Reels",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_AddToCart-Purchase_8-8-25,32.64,"7-day click, 1-day view, or 1-day engaged-view",6.69263892,4877,1.3347017,3654,0.01763379,86,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB/IG_T_US_Seattle_SEP7_6PM_C25_MW_LPView_EN_Feed_7-16-25,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,Flyer_EN_Seattle_SEP7_6PM_T_Flyer_7-16-25,"Instagram Reels",inactive,ad,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,30.74122407,"7-day click or 1-day view",6.01589512,5110,1.33072917,3840,0.03444227,176,,"Landing page views",123,0.24992865,1,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,Flyer_EN_Seattle_SEP7_7PM_Flyer_8-8-25,"Instagram Stories",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,27.66,"7-day click, 1-day view, or 1-day engaged-view",14.52731092,1904,1.55301794,1226,0.02888655,55,,"Website adds to cart",2,13.83,2,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,CRS_EN_Seattle_SEP7_7PM_PissGuy_8-8-25,Feed,not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,27.4,"7-day click, 1-day view, or 1-day engaged-view",11.54656553,2373,1.46481481,1620,0.05773283,137,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB/IG_T_US_Seattle_SEP7_6PM_C25_MW_LPView_EN_Feed_7-16-25,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,Video_EN_Seattle_SEP7_6PM_T_Flyer_7-16-25,Feed,inactive,ad,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,26.4,"7-day click or 1-day view",7.73966579,3411,1.25036657,2728,0.07241278,247,,"Landing page views",206,0.12815534,17,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,"Video_EN_Seattle_SEP7_7PM_PissGuy_8-8-25 - Copy",Feed,not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,26.29,"7-day click, 1-day view, or 1-day engaged-view",9.64770642,2725,1.38254693,1971,0.0106422,29,,"Website adds to cart",,,,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,CRS_EN_Seattle_SEP7_7PM_JobInterview_8-22-25,Feed,not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,25.40604474,"7-day click, 1-day view, or 1-day engaged-view",8.79101894,2890,1.36449481,2118,0.01591696,46,,"Website adds to cart",,,,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,Flyer_EN_Seattle_SEP7_7PM_Flyer_8-8-25,"Instagram Reels",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,24.93,"7-day click, 1-day view, or 1-day engaged-view",11.35763098,2195,1.4546057,1509,0.02323462,51,,"Website adds to cart",5,4.986,5,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,Video_EN_Seattle_SEP7_7PM_PissGuy_8-8-25,"Instagram Stories",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,23.25,"7-day click, 1-day view, or 1-day engaged-view",12.88802661,1804,1.58523726,1138,0.0304878,55,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_7-29-25,Flyer_EN_Seattle_SEP7_7PM_Flyer_8-8-25,"Facebook Reels",not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_7-29-25,22.45677269,"7-day click, 1-day view, or 1-day engaged-view",9.96749787,2253,1.48321264,1519,0.0168664,38,,"Website adds to cart",14,1.60405519,14,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_6PM_C25_MW_LPView_EN_Feed_7-8-25,MW_30-50_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,Video_EN_Seattle_SEP7_6PM_Flyer_7-8-25,Feed,not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,22.37,"7-day click or 1-day view",6.54476302,3418,1.31969112,2590,0.08396723,287,,"Landing page views",245,0.09130612,9,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_AddToCart-Purchase_8-8-25,Video_EN_Seattle_SEP7_7PM_PissGuy_8-8-25,Feed,not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_AddToCart-Purchase_8-8-25,22.18,"7-day click, 1-day view, or 1-day engaged-view",9.24937448,2398,1.24895833,1920,0.01584654,38,,"Website adds to cart",,,,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_6PM_C25_M/W_LPView_EN_Feed_7-8-25,MW_21-45_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,Flyer_EN_Seattle_SEP7_6PM_Flyer_7-8-25,"Instagram Stories",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,22.04,"7-day click or 1-day view",5.91201717,3728,1.35072464,2760,0.05284335,197,,"Landing page views",190,0.116,149,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,Flyer_EN_Seattle_SEP7_7PM_Flyer_8-8-25,Feed,not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,21.05,"7-day click, 1-day view, or 1-day engaged-view",5.9446484,3541,1.36349634,2597,0.02118046,75,,"Website adds to cart",,,,2025-04-01,2025-09-17
US-Seattle-SignUp-EN-SEP2025-Target,Targeted,T-Flyer,"Instagram Reels",not_delivering,ad,Targeted,20.66359404,"7-day click or 1-day view",5.6212171,3676,1.46570973,2508,0.07644178,281,,"Landing page views",253,0.08167428,24,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_7-29-25,Video_EN_Seattle_SEP7_7PM_PissGuy_8-8-25,"Facebook Reels",not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_7-29-25,20.4,"7-day click, 1-day view, or 1-day engaged-view",6.64495114,3070,1.33710801,2296,0.0218241,67,,"Website adds to cart",,,,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_6PM_C25_M/W_LPView_EN_Feed_7-8-25,MW_21-45_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,Flyer_EN_Seattle_SEP7_6PM_Flyer_7-8-25,"Instagram Reels",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,20.13,"7-day click or 1-day view",5.32258065,3782,1.22792208,3080,0.04389212,166,,"Landing page views",152,0.13243421,120,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,"Video_EN_Seattle_SEP7_7PM_PissGuy_8-8-25 - Copy","Instagram Reels",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,19.98,"7-day click, 1-day view, or 1-day engaged-view",7.71130838,2591,1.26885406,2042,0.01003474,26,,"Website adds to cart",,,,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_AddToCart-Purchase_8-8-25,Video_EN_Seattle_SEP7_7PM_JobInterview_8-22-25,Feed,not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_AddToCart-Purchase_8-8-25,19.88608882,"7-day click, 1-day view, or 1-day engaged-view",10.35194629,1921,1.16707169,1646,0.01717855,33,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,Video_EN_Seattle_SEP7_7PM_JobInterview_8-22-25,Feed,not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,19.18199249,"7-day click, 1-day view, or 1-day engaged-view",10.77034952,1781,1.4248,1250,0.04323414,77,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB/IG_T_US_Seattle_SEP7_6PM_C25_MW_LPView_EN_Feed_7-16-25,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,CRS_EN_Seattle_SEP7_6PM_T_NotADoctor_7-25-25,Feed,inactive,ad,WM_25-50_EN_Feed_SEP7_Seattle_6PM_RetargetLookalike_7-16-25,18.76,"7-day click or 1-day view",7.37421384,2544,1.52062164,1673,0.0302673,77,,"Landing page views",36,0.52111111,,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_6PM_C25_M/W_LPView_EN_Feed_7-8-25,MW_21-45_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,Video_EN_Seattle_SEP7_6PM_PissGuy_7-8-25,"Instagram Reels",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,18.32,"7-day click or 1-day view",5.38032305,3405,1.13651535,2996,0.04992658,170,,"Landing page views",157,0.1166879,123,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,CRS_EN_Seattle_SEP7_7PM_JobInterview_8-22-25,"Instagram Stories",not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,16.27387197,"7-day click, 1-day view, or 1-day engaged-view",9.11701511,1785,1.31540162,1357,0.02408964,43,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,CRS_EN_Seattle_SEP7_7PM_JobInterview_8-22-25,"Facebook Reels",not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,15.93480398,"7-day click, 1-day view, or 1-day engaged-view",11.60582956,1373,1.63452381,840,0.01092498,15,,"Website adds to cart",,,,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,CRS_EN_Seattle_SEP7_7PM_PissGuy_8-8-25,Feed,not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_8-8-25,14.45,"7-day click, 1-day view, or 1-day engaged-view",8.68389423,1664,1.45454545,1144,0.01742788,29,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_7-29-25,Video_EN_Seattle_SEP7_7PM_PissGuy_8-8-25,Feed,not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_7-29-25,13.9,"7-day click, 1-day view, or 1-day engaged-view",7.23958333,1920,1.54465004,1243,0.040625,78,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-8-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_7-29-25,CRS_EN_Seattle_SEP7_7PM_PissGuy_8-8-25,Feed,not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_FBIGEngagement_7-29-25,12.71,"7-day click, 1-day view, or 1-day engaged-view",7.82635468,1624,1.44227353,1126,0.06342365,103,,"Website adds to cart",,,,2025-04-01,2025-09-17
FB_US_Seattle_SEP7_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,Video_EN_Seattle_SEP7_7PM_JobInterview_8-22-25,"Facebook Reels",not_delivering,ad,MW_30-50_EN_Feed_SEP7_Seattle_7PM_LPView+VideoViews_8-8-25,12.09756334,"7-day click, 1-day view, or 1-day engaged-view",9.9814879,1212,1.29487179,936,0.01732673,21,,"Website adds to cart",,,,2025-04-01,2025-09-17
IG_US_Seattle_SEP7_6PM_C25_M/W_LPView_EN_Feed_7-8-25,MW_21-45_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,Flyer_EN_Seattle_SEP7_6PM_Flyer_7-8-25,Feed,not_delivering,ad,MW_21-45_EN_Feed_SEP7_Seattle_6PM_Comedy+Events+Max+Media_7-8-25,11.62,"7-day click or 1-day view",4.62948207,2510,1.31551363,1908,0.03984064,100,,"Landing page views",93,0.12494624,83,2025-04-01,2025-09-17
